Label,Length,Year
1939_T3-Fe1-43_Racine_X200_09µm_square.jpg,260.828,2023
1939_T3-Fe1-43_Racine_X200_09µm_square.jpg,182.347,2022
1939_T3-Fe1-43_Racine_X200_09µm_square.jpg,247.321,2021
1940_P3-Fe3-87_Tige_X200_09µm_square.jpg,218.839,2024
1940_P3-Fe3-87_Tige_X200_09µm_square.jpg,205.801,2023
1940_P3-Fe3-87_Tige_X200_09µm_square.jpg,210.901,2022
1940_P3-Fe3-87_Tige_X200_09µm_square.jpg,125.687,2021
1941_P3-Fe3-87_Racine_X200_09µm_square.jpg,277.905,2024
1941_P3-Fe3-87_Racine_X200_09µm_square.jpg,154.046,2023
1941_P3-Fe3-87_Racine_X200_09µm_square.jpg,274.797,2022
1941_P3-Fe3-87_Racine_X200_09µm_square.jpg,139.753,2021
1942_P2-Ft3-84_Tige_X200_09µm_square.jpg,96.922,2024
1942_P2-Ft3-84_Tige_X200_09µm_square.jpg,110.493,2023
1942_P2-Ft3-84_Tige_X200_09µm_square.jpg,146.524,2022
1942_P2-Ft3-84_Tige_X200_09µm_square.jpg,101.043,2021
1943_P2-Ft3-84_Racine_X200_09µm_square.jpg,50.304,2024
1943_P2-Ft3-84_Racine_X200_09µm_square.jpg,110.937,2023
1943_P2-Ft3-84_Racine_X200_09µm_square.jpg,122.552,2022
1943_P2-Ft3-84_Racine_X200_09µm_square.jpg,204.402,2021
1944_P3-Fe1-85_Tige_X200_09µm_square.jpg,225.035,2024
1944_P3-Fe1-85_Tige_X200_09µm_square.jpg,332.423,2023
1944_P3-Fe1-85_Tige_X200_09µm_square.jpg,128.937,2022
1944_P3-Fe1-85_Tige_X200_09µm_square.jpg,199.072,2021
1945_P3-Fe1-85_Racine_X200_09µm_square.jpg,185.987,2024
1945_P3-Fe1-85_Racine_X200_09µm_square.jpg,295.521,2023
1945_P3-Fe1-85_Racine_X200_09µm_square.jpg,106.993,2022
1945_P3-Fe1-85_Racine_X200_09µm_square.jpg,174.028,2021
1946_P3-Ft3-90_Tige_X200_09µm_square.jpg,111.559,2024
1946_P3-Ft3-90_Tige_X200_09µm_square.jpg,164.349,2023
1946_P3-Ft3-90_Tige_X200_09µm_square.jpg,108.4,2022
1946_P3-Ft3-90_Tige_X200_09µm_square.jpg,224.885,2021
1947_P3-Ft3-90_Racine_X200_09µm_square.jpg,269.782,2024
1947_P3-Ft3-90_Racine_X200_09µm_square.jpg,152.428,2023
1947_P3-Ft3-90_Racine_X200_09µm_square.jpg,277.684,2022
1947_P3-Ft3-90_Racine_X200_09µm_square.jpg,259.603,2021
1948_P2-Ft2-83_Tige_X200_09µm_square.jpg,232.865,2024
1948_P2-Ft2-83_Tige_X200_09µm_square.jpg,184.59,2023
1948_P2-Ft2-83_Tige_X200_09µm_square.jpg,98.613,2022
1948_P2-Ft2-83_Tige_X200_09µm_square.jpg,126.2,2021
1949_P2-Ft2-83_Racine_X200_09µm_square.jpg,474.357,2024
1949_P2-Ft2-83_Racine_X200_09µm_square.jpg,421.926,2023
1949_P2-Ft2-83_Racine_X200_09µm_square.jpg,268.739,2022
1949_P2-Ft2-83_Racine_X200_09µm_square.jpg,399.956,2021
1950_P2-Ft1-82_Tige_X200_09µm_square.jpg,339.193,2024
1950_P2-Ft1-82_Tige_X200_09µm_square.jpg,256.487,2023
1950_P2-Ft1-82_Tige_X200_09µm_square.jpg,166.006,2022
1950_P2-Ft1-82_Tige_X200_09µm_square.jpg,293.132,2021
1951_P2-Ft1-82_Racine_X200_09µm_square.jpg,45.538,2024
1951_P2-Ft1-82_Racine_X200_09µm_square.jpg,120.952,2023
1951_P2-Ft1-82_Racine_X200_09µm_square.jpg,70.646,2022
1951_P2-Ft1-82_Racine_X200_09µm_square.jpg,92.349,2021
1952_P2-Fe2-80_Tige_X200_09µm_square.jpg,158.451,2024
1952_P2-Fe2-80_Tige_X200_09µm_square.jpg,156.989,2023
1952_P2-Fe2-80_Tige_X200_09µm_square.jpg,157.209,2022
1952_P2-Fe2-80_Tige_X200_09µm_square.jpg,83.732,2021
1953_P2-Fe2-80_Racine_X200_09µm_square.jpg,149.44,2024
1953_P2-Fe2-80_Racine_X200_09µm_square.jpg,83.889,2023
1953_P2-Fe2-80_Racine_X200_09µm_square.jpg,107.802,2022
1953_P2-Fe2-80_Racine_X200_09µm_square.jpg,119.328,2021
1954_F3-Fe1-67_Tige_X200_09µm_square.jpg,123.332,2024
1954_F3-Fe1-67_Tige_X200_09µm_square.jpg,55.992,2023
1954_F3-Fe1-67_Tige_X200_09µm_square.jpg,104.433,2022
1954_F3-Fe1-67_Tige_X200_09µm_square.jpg,93.146,2021
1956_F2-Ft1-64_Tige_X200_09µm_square.jpg,232.53,2024
1956_F2-Ft1-64_Tige_X200_09µm_square.jpg,273.804,2023
1956_F2-Ft1-64_Tige_X200_09µm_square.jpg,97.382,2022
1956_F2-Ft1-64_Tige_X200_09µm_square.jpg,168.158,2021
1957_F2-Ft1-64_Racine_X200_09µm_square.jpg,228.069,2024
1957_F2-Ft1-64_Racine_X200_09µm_square.jpg,130.721,2023
1957_F2-Ft1-64_Racine_X200_09µm_square.jpg,79.876,2022
1957_F2-Ft1-64_Racine_X200_09µm_square.jpg,186.363,2021
1958_F2-Fe1-61_Tige_X200_09µm_square.jpg,48.145,2024
1958_F2-Fe1-61_Tige_X200_09µm_square.jpg,79.156,2023
1958_F2-Fe1-61_Tige_X200_09µm_square.jpg,79.567,2022
1958_F2-Fe1-61_Tige_X200_09µm_square.jpg,60.18,2021
1959_F2-Fe1-61_Racine_X200_09µm_square.jpg,31.506,2024
1959_F2-Fe1-61_Racine_X200_09µm_square.jpg,78.667,2023
1959_F2-Fe1-61_Racine_X200_09µm_square.jpg,59.84,2022
1959_F2-Fe1-61_Racine_X200_09µm_square.jpg,76.337,2021
1960_F3-Fe2-68_Tige_X200_09µm_square.jpg,283.315,2024
1960_F3-Fe2-68_Tige_X200_09µm_square.jpg,152.672,2023
1960_F3-Fe2-68_Tige_X200_09µm_square.jpg,163.295,2022
1960_F3-Fe2-68_Tige_X200_09µm_square.jpg,279.452,2021
1961_F3-Fe2-68_Racine_X200_09µm_square.jpg,272.894,2024
1961_F3-Fe2-68_Racine_X200_09µm_square.jpg,150.715,2023
1961_F3-Fe2-68_Racine_X200_09µm_square.jpg,155.701,2022
1961_F3-Fe2-68_Racine_X200_09µm_square.jpg,277.865,2021
1962_F3-Ft3-72_Tige_X200_09µm_square.jpg,208.397,2024
1962_F3-Ft3-72_Tige_X200_09µm_square.jpg,225.074,2023
1962_F3-Ft3-72_Tige_X200_09µm_square.jpg,255.882,2022
1962_F3-Ft3-72_Tige_X200_09µm_square.jpg,333.132,2021
1963_F3-Ft3-72_Racine_X200_09µm_square.jpg,115.124,2024
1963_F3-Ft3-72_Racine_X200_09µm_square.jpg,90.651,2023
1963_F3-Ft3-72_Racine_X200_09µm_square.jpg,85.821,2022
1963_F3-Ft3-72_Racine_X200_09µm_square.jpg,80.629,2021
1964_P2-Fe1-79_Tige_X200_09µm_square.jpg,67.536,2024
1964_P2-Fe1-79_Tige_X200_09µm_square.jpg,125.698,2023
1964_P2-Fe1-79_Tige_X200_09µm_square.jpg,64.887,2022
1964_P2-Fe1-79_Tige_X200_09µm_square.jpg,112.165,2021
1965_P2-Fe1-79_Racine_X200_09µm_square.jpg,53.017,2024
1965_P2-Fe1-79_Racine_X200_09µm_square.jpg,106.413,2023
1965_P2-Fe1-79_Racine_X200_09µm_square.jpg,70.651,2022
1965_P2-Fe1-79_Racine_X200_09µm_square.jpg,94.728,2021
1966_P1-Ft1-76_Tige_X200_09µm_square.jpg,185.763,2024
1966_P1-Ft1-76_Tige_X200_09µm_square.jpg,100.493,2023
1966_P1-Ft1-76_Tige_X200_09µm_square.jpg,62.803,2022
1966_P1-Ft1-76_Tige_X200_09µm_square.jpg,154.907,2021
1968_t2-Ft3-36_Tige_X200_09µm_square.jpg,74.859,2024
1968_t2-Ft3-36_Tige_X200_09µm_square.jpg,92.635,2023
1968_t2-Ft3-36_Tige_X200_09µm_square.jpg,127.699,2022
1968_t2-Ft3-36_Tige_X200_09µm_square.jpg,133.171,2021
1969_t2-Ft3-36_Racine_X200_09µm_square.jpg,35.013,2024
1969_t2-Ft3-36_Racine_X200_09µm_square.jpg,58.167,2023
1969_t2-Ft3-36_Racine_X200_09µm_square.jpg,44.266,2022
1969_t2-Ft3-36_Racine_X200_09µm_square.jpg,90.72,2021
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,156.207,2024
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,194.866,2023
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,112.517,2022
1971_t1-Ft1-16_Racine_X200_09µm_square.jpg,195.888,2021
1972_t1-Fe1-10_Tige_X200_09µm_square.jpg,112.014,2024
1972_t1-Fe1-10_Tige_X200_09µm_square.jpg,105.709,2023
1972_t1-Fe1-10_Tige_X200_09µm_square.jpg,94.197,2022
1972_t1-Fe1-10_Tige_X200_09µm_square.jpg,110.069,2021
1973_t1-Fe1-10_Racine_X200_09µm_square.jpg,146.132,2024
1973_t1-Fe1-10_Racine_X200_09µm_square.jpg,74.859,2023
1973_t1-Fe1-10_Racine_X200_09µm_square.jpg,103.517,2022
1973_t1-Fe1-10_Racine_X200_09µm_square.jpg,92.8,2021
1974_t3-Ft2-53_Tige_X200_09µm_2_square.jpg,221.489,2024
1974_t3-Ft2-53_Tige_X200_09µm_2_square.jpg,189.979,2023
1974_t3-Ft2-53_Tige_X200_09µm_2_square.jpg,209.169,2022
1974_t3-Ft2-53_Tige_X200_09µm_2_square.jpg,264.899,2021
1978_t2-Ft2-35_Tige_X200_09µm_square.jpg,138.749,2024
1978_t2-Ft2-35_Tige_X200_09µm_square.jpg,106.899,2023
1978_t2-Ft2-35_Tige_X200_09µm_square.jpg,122.498,2022
1978_t2-Ft2-35_Tige_X200_09µm_square.jpg,182.055,2021
1979_t2-Ft2-35_Racine_X200_09µm_square.jpg,81.907,2024
1979_t2-Ft2-35_Racine_X200_09µm_square.jpg,65.786,2023
1979_t2-Ft2-35_Racine_X200_09µm_square.jpg,82.189,2022
1979_t2-Ft2-35_Racine_X200_09µm_square.jpg,110.633,2021
1980_t3-Ho2-41_Tige_X200_09µm_square.jpg,44.155,2024
1980_t3-Ho2-41_Tige_X200_09µm_square.jpg,96.127,2023
1980_t3-Ho2-41_Tige_X200_09µm_square.jpg,107.835,2022
1980_t3-Ho2-41_Tige_X200_09µm_square.jpg,50.175,2021
1981_t3-Ho2-41_Racine_X200_09µm_square.jpg,49.192,2024
1981_t3-Ho2-41_Racine_X200_09µm_square.jpg,85.921,2023
1981_t3-Ho2-41_Racine_X200_09µm_square.jpg,28.785,2022
1981_t3-Ho2-41_Racine_X200_09µm_square.jpg,108.864,2021
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,159.134,2024
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,181.064,2023
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,373.281,2022
1982_t1-Ho3-6_Tige_X200_09µm_square.jpg,162.75,2021
1983_t1-Ho2-5_Tige_X200_09µm_square.jpg,164.122,2024
1983_t1-Ho2-5_Tige_X200_09µm_square.jpg,177.316,2023
1983_t1-Ho2-5_Tige_X200_09µm_square.jpg,177.767,2022
1983_t1-Ho2-5_Tige_X200_09µm_square.jpg,162.034,2021
1985_t2-Ho1-22_Tige_X200_09µm_square.jpg,542.267,2024
1985_t2-Ho1-22_Tige_X200_09µm_square.jpg,404.026,2023
1985_t2-Ho1-22_Tige_X200_09µm_square.jpg,99.446,2022
1985_t2-Ho1-22_Tige_X200_09µm_square.jpg,178.609,2021
1986_t2-Ho2-23_Tige_X200_11µm_square.jpg,160.989,2024
1986_t2-Ho2-23_Tige_X200_11µm_square.jpg,237.328,2023
1986_t2-Ho2-23_Tige_X200_11µm_square.jpg,164.325,2022
1986_t2-Ho2-23_Tige_X200_11µm_square.jpg,118.781,2021
1837_T1-Ft1-15_Racine_X200_09µm_square.jpg,28.277,2024
1837_T1-Ft1-15_Racine_X200_09µm_square.jpg,247.528,2023
1837_T1-Ft1-15_Racine_X200_09µm_square.jpg,217.227,2022
1837_T1-Ft1-15_Racine_X200_09µm_square.jpg,83.858,2021
1838_t1-Ft2-17_Tige_X200_09µm_square.jpg,97.366,2024
1838_t1-Ft2-17_Tige_X200_09µm_square.jpg,286.161,2023
1838_t1-Ft2-17_Tige_X200_09µm_square.jpg,101.256,2022
1838_t1-Ft2-17_Tige_X200_09µm_square.jpg,360.201,2021
1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,123.062,2024
1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,182.122,2023
1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,211.996,2022
1842_T2-Fe2-26_Tige_X200_09µm_square.jpg,185.246,2021
1847_T2-Fe1-28_Racine_X200_09µm_square.jpg,111.833,2024
1847_T2-Fe1-28_Racine_X200_09µm_square.jpg,97.688,2023
1847_T2-Fe1-28_Racine_X200_09µm_square.jpg,65.494,2022
1847_T2-Fe1-28_Racine_X200_09µm_square.jpg,105.979,2021
1855_T3-Ho2-38_Racine_X200_11µm_square.jpg,73.307,2024
1855_T3-Ho2-38_Racine_X200_11µm_square.jpg,76.968,2023
1855_T3-Ho2-38_Racine_X200_11µm_square.jpg,72.221,2022
1855_T3-Ho2-38_Racine_X200_11µm_square.jpg,96.859,2021
1858_t3-Ho3-42_Tige_X200_09µm_square.jpg,201.242,2024
1858_t3-Ho3-42_Tige_X200_09µm_square.jpg,86.471,2023
1858_t3-Ho3-42_Tige_X200_09µm_square.jpg,372.728,2022
1858_t3-Ho3-42_Tige_X200_09µm_square.jpg,186.186,2021
1862_t3-Fe3-48_Tige_X200_09µm_square.jpg,326.715,2024
1862_t3-Fe3-48_Tige_X200_09µm_square.jpg,285.732,2023
1862_t3-Fe3-48_Tige_X200_09µm_square.jpg,136.587,2022
1862_t3-Fe3-48_Tige_X200_09µm_square.jpg,190.271,2021
1866_t3-Ft1-52_Tige_X200_11µm_square.jpg,379.912,2024
1866_t3-Ft1-52_Tige_X200_11µm_square.jpg,158.531,2023
1866_t3-Ft1-52_Tige_X200_11µm_square.jpg,521.497,2022
1866_t3-Ft1-52_Tige_X200_11µm_square.jpg,367.471,2021
1868_F1-Fe1-55_Tige_X200_09µm_square.jpg,166.55,2024
1868_F1-Fe1-55_Tige_X200_09µm_square.jpg,80.722,2023
1868_F1-Fe1-55_Tige_X200_09µm_square.jpg,78.778,2022
1868_F1-Fe1-55_Tige_X200_09µm_square.jpg,238.862,2021
1869_F1-Fe1-55_Racine_X200_09µm_square.jpg,116.739,2024
1869_F1-Fe1-55_Racine_X200_09µm_square.jpg,120.206,2023
1869_F1-Fe1-55_Racine_X200_09µm_square.jpg,378.862,2022
1869_F1-Fe1-55_Racine_X200_09µm_square.jpg,272.682,2021
1884_F3-Fe3-69_Tige_X200_09µm_square.jpg,110.493,2024
1884_F3-Fe3-69_Tige_X200_09µm_square.jpg,151.23,2023
1884_F3-Fe3-69_Tige_X200_09µm_square.jpg,277.016,2022
1884_F3-Fe3-69_Tige_X200_09µm_square.jpg,206.185,2021
1888_F3-Ft2-71_Tige_X200_09µm_square.jpg,109.97,2024
1888_F3-Ft2-71_Tige_X200_09µm_square.jpg,190.58,2023
1888_F3-Ft2-71_Tige_X200_09µm_square.jpg,140.49,2022
1888_F3-Ft2-71_Tige_X200_09µm_square.jpg,231.484,2021
1889_F3-Ft2-71_Racine_X200_09µm_square.jpg,194.98,2024
1889_F3-Ft2-71_Racine_X200_09µm_square.jpg,159.248,2023
1889_F3-Ft2-71_Racine_X200_09µm_square.jpg,95.743,2022
1889_F3-Ft2-71_Racine_X200_09µm_square.jpg,181.092,2021
1893_P1-Fe2-74_Racine_X200_09µm_square.jpg,56.08,2024
1893_P1-Fe2-74_Racine_X200_09µm_square.jpg,140.249,2023
1893_P1-Fe2-74_Racine_X200_09µm_square.jpg,135.054,2022
1893_P1-Fe2-74_Racine_X200_09µm_square.jpg,157.008,2021
1895_P1-Fe3-75_Racine_X200_09µm_square.jpg,38.755,2024
1895_P1-Fe3-75_Racine_X200_09µm_square.jpg,63.337,2023
1895_P1-Fe3-75_Racine_X200_09µm_square.jpg,58.629,2022
1895_P1-Fe3-75_Racine_X200_09µm_square.jpg,129.776,2021
1913_T1-Ho3-3_Racine_X200_09µm_square.jpg,179.438,2024
1913_T1-Ho3-3_Racine_X200_09µm_square.jpg,234.512,2023
1913_T1-Ho3-3_Racine_X200_09µm_square.jpg,410.665,2022
1913_T1-Ho3-3_Racine_X200_09µm_square.jpg,600.765,2021
1955_F3-Fe1-67_Racine_X200_09µm_square.jpg,120.226,2024
1955_F3-Fe1-67_Racine_X200_09µm_square.jpg,174.414,2023
1955_F3-Fe1-67_Racine_X200_09µm_square.jpg,110.057,2022
1955_F3-Fe1-67_Racine_X200_09µm_square.jpg,171.608,2021
1967_P1-Ft1-76_Racine_X200_09µm_square.jpg,129.912,2024
1967_P1-Ft1-76_Racine_X200_09µm_square.jpg,55.972,2023
1967_P1-Ft1-76_Racine_X200_09µm_square.jpg,63.424,2022
1967_P1-Ft1-76_Racine_X200_09µm_square.jpg,120.335,2021
1970_t1-Ft1-16_Tige_X200_09µm_square.jpg,580.924,2024
1970_t1-Ft1-16_Tige_X200_09µm_square.jpg,848.096,2023
1970_t1-Ft1-16_Tige_X200_09µm_square.jpg,259.858,2022
1970_t1-Ft1-16_Tige_X200_09µm_square.jpg,313.5,2021
1975_t3-Ft2-53_Racine_X200_09µm_square.jpg,90.373,2024
1975_t3-Ft2-53_Racine_X200_09µm_square.jpg,64.871,2023
1975_t3-Ft2-53_Racine_X200_09µm_square.jpg,95.956,2022
1975_t3-Ft2-53_Racine_X200_09µm_square.jpg,106.386,2021
1976_t2-Ft1-34_Tige_X200_09µm_square.jpg,133.807,2024
1976_t2-Ft1-34_Tige_X200_09µm_square.jpg,221.589,2023
1976_t2-Ft1-34_Tige_X200_09µm_square.jpg,173.034,2022
1976_t2-Ft1-34_Tige_X200_09µm_square.jpg,344.29,2021
1977_t1-Ft3-18_Racine_X200_09µm_square.jpg,79.787,2024
1977_t1-Ft3-18_Racine_X200_09µm_square.jpg,102.585,2023
1977_t1-Ft3-18_Racine_X200_09µm_square.jpg,121.565,2022
1977_t1-Ft3-18_Racine_X200_09µm_square.jpg,148.794,2021
1984_t1-Ho1-4_Tige_X200_09µm_square.jpg,185.77,2024
1984_t1-Ho1-4_Tige_X200_09µm_square.jpg,255.952,2023
1984_t1-Ho1-4_Tige_X200_09µm_square.jpg,209.325,2022
1984_t1-Ho1-4_Tige_X200_09µm_square.jpg,374.85,2021
